ROW_ID, MENU_ID, MENU_NAME, TYPE, LAST_UPDATE_DATE, LAST_UPDATED_BY, LAST_UPDATE_LOGIN, CREATION_DATE, CREATED_BY, USER_MENU_NAME, DESCRIPTION
AAA/JXAGKAAAFMGABS,67484,OE_SALES_ORDERS_10SC,,28.06.96,1,0,28.06.96,1,OE_SALES_ORDERS_10SC,Orders, Returns Main Menu
AAA/JXAGKAAAFL9AAe,67486,AS_WAREHOUSE,,28.06.96,1,0,28.06.96,1,AS_WAREHOUSE,
AAA/JXAGXAAAFJPABL,67488,WIP_REPETITIVE_10G,STANDARD,28.06.96,121,0,28.06.96,1,WIP_REPETITIVE_10G,
AAA/JXAGXAAAFJPABG,67490,WIP_NAVIGATE_10G,STANDARD,28.06.96,2,0,28.06.96,1,WIP_NAVIGATE_10G,
AAA/JXAGKAAAFL/AAE,67499,CN_MAIN,STANDARD,28.06.96,2,0,28.06.96,1,CN_MAIN,Oracle Commissions Main Menu
AAA/JXAGKAAAFL/AAK,67500,CN_SETUP,STANDARD,28.06.96,2,0,28.06.96,1,CN_SETUP,Oracle Commissions Setup Menu
AAA/JXAGKAAAFL/AAI,67501,CN_PLANS,STANDARD,28.06.96,2,0,28.06.96,1,CN_PLANS,Oracle Commissions Compensation Plan Menu
AAA/JXAGKAAAFL/AAJ,67502,CN_SALESPEOPLE,STANDARD,28.06.96,2,0,28.06.96,1,CN_SALESPEOPLE,Oracle Commissions Salesperson Menu
AAA/JXAGKAAAFL+ABp,67504,CN_ADMIN,STANDARD,28.06.96,2,0,28.06.96,1,CN_ADMIN,Oracle Commissions Process Submission Menu
AAA/JXAGXAAAFJMABg,67510,QA_SETUP,STANDARD,28.06.96,2,0,28.06.96,1,QA_SETUP,Quality data definition
AAA/JXAGXAAAFJMABZ,67511,QA_DATA_COLLECTION,,01.04.04,2,0,28.06.96,1,QA_DATA_COLLECTION,Enter or update quality results
AAA/JXAGXAAAFJMABb,67512,QA_INQUIRIES,,28.06.96,2,0,28.06.96,1,QA_INQUIRIES,Query quality results
AAA/JXAGXAAAFJMABY,67513,QA_CHARTS,STANDARD,28.06.96,2,0,28.06.96,1,QA_CHARTS,Chart quality results
AAA/JXAGXAAAFJMABe,67514,QA_REPORTS,STANDARD,28.06.96,2,0,28.06.96,1,QA_REPORTS,Report quality results
AAA/JXAGXAAAFJMABi,67518,QA_TOP,STANDARD,28.06.96,2,0,28.06.96,1,QA_TOP,Oracle Quality
AAA/JXAGXAAAFJMABd,67519,QA_OTHER,STANDARD,28.06.96,2,0,28.06.96,1,QA_OTHER,View concurrent requests, set user profile options, and change organization
AAA/JXAGKAAAFL/ABr,67520,FA_INQUIRY,STANDARD,28.06.96,2,0,28.06.96,1,FA_INQUIRY,Inquiry menu for Oracle Assets
AAA/JXAGKAAAFMAAAU,67521,FA_TRANSACTION,STANDARD,28.06.96,2,0,28.06.96,1,FA_TRANSACTION,Transaction menu for Oracle Assets
AAA/JXAGKAAAFMAAAF,67524,FA_MASS_TRX,STANDARD,28.06.96,2,0,28.06.96,1,FA_MASS_TRX,Mass Transaction menu for Oracle Assets
AAA/JXAGKAAAFL/ABp,67532,FA_DEPRN,STANDARD,28.06.96,2,0,28.06.96,1,FA_DEPRN,Depreciation menu for Oracle Assets
AAA/JXAGKAAAFMAAAS,67534,FA_TAX,STANDARD,28.06.96,2,0,28.06.96,1,FA_TAX,Tax menu for Oracle Assets
AAA/JXAGKAAAFL/ABo,67535,FA_BUDGET,STANDARD,28.06.96,2,0,28.06.96,1,FA_BUDGET,Budget menu for Oracle Assets
AAA/JXAGKAAAFMAAAM,67536,FA_SETUP_ASSETS,STANDARD,28.06.96,2,0,28.06.96,1,FA_SETUP_ASSETS,Setup menu for Oracle Assets
AAA/JXAGKAAAFMAAAP,67537,FA_SETUP_MAIN,STANDARD,28.06.96,2,0,28.06.96,1,FA_SETUP_MAIN,Main Setup menu for Oracle Assets
AAA/JXAGKAAAFMAAAN,67542,FA_SETUP_DEPRN,STANDARD,28.06.96,2,0,28.06.96,1,FA_SETUP_DEPRN,Setup Depreciation menu for Oracle Assets
AAA/JXAGKAAAFMAAAJ,67544,FA_PURGE,STANDARD,28.06.96,2,0,28.06.96,1,FA_PURGE,Purge menu for Oracle Assets Administrator
AAA/JXAGKAAAFMAAAC,67545,FA_MAIN,STANDARD,28.06.96,2,0,28.06.96,1,FA_MAIN,Main menu for Oracle Assets
AAA/JXAGKAAAFL/ABq,67547,FA_FIN_SETUP_GL,STANDARD,28.06.96,2,0,28.06.96,1,FA_FIN_SETUP_GL,Setup forms in General Ledger required for Oracle Assets
AAA/JXAGKAAAFMAAAO,67548,FA_SETUP_FINANCIALS,STANDARD,28.06.96,2,0,28.06.96,1,FA_SETUP_FINANCIALS,Setup forms in other products required for Oracle Assets
AAA/JXAGXAAAFJKAAq,67549,PER_F4_PAY_OTHER,,28.06.96,1,0,28.06.96,1,F4 Pay Other,PAY seeded menu for UK and US Payroll
AAA/JXAGKAAAFL/AAg,67551,CST_NAVIGATE,STANDARD,28.06.96,2,0,28.06.96,1,CST_NAVIGATE,Cost Management
AAA/JXAGKAAAFL/AAx,67552,CST_SETUP_SUBELEMENTS,STANDARD,27.03.08,121,0,28.06.96,1,CST_SETUP_SUBELEMENTS,Cost Management Sub-Element Setup
AAA/JXAGKAAAFL/AAs,67553,CST_SETUP,STANDARD,27.03.08,121,0,28.06.96,1,CST_SETUP,Cost Management Setup
AAA/JXAGKAAAFL/AAd,67554,CST_ITEM_COSTS,STANDARD,28.06.96,2,0,28.06.96,1,CST_ITEM_COSTS,Cost Item Costs
AAA/JXAGXAAAFJPABE,67557,WIP_DISCRETE_10G,STANDARD,28.06.96,121,0,28.06.96,1,WIP_DISCRETE_10G,
AAA/JXAGXAAAFJKABH,67558,PER_F4_US_HR_PEOPLE,,28.06.96,1,0,28.06.96,1,F4 US HR People,HRMS seeded Forms4 People
AAA/JXAGXAAAFJKABI,67559,PER_F4_US_HR_VIEW,,28.06.96,1,0,28.06.96,1,F4 US HR View,HRMS seeded Forms4 Menu
AAA/JXAGXAAAFJPABN,67566,WIP_SETUP_10G,STANDARD,28.06.96,121,0,28.06.96,1,WIP_SETUP_10G,
AAA/JXAGXAAAFJPABO,67567,WIP_SETUP_EMPLOYEE_10G,STANDARD,27.03.08,121,0,28.06.96,1,WIP_SETUP_EMPLOYEE_10G,
AAA/JXAGKAAAFMGABe,67571,OE_SUPER_USER_10SC,,06.08.97,1,0,06.08.97,1,OE_SUPER_USER_10SC,Order Entry Super User
AAA/JXAGKAAAFMGABU,67572,OE_SETUP_10SC,,28.06.96,1,0,28.06.96,1,OE_SETUP_10SC,Order Entry Setup Menu
AAA/JXAGKAAAFMGABb,67573,OE_SETUP_RULES_10SC,,28.06.96,1,0,28.06.96,1,OE_SETUP_RULES_10SC,Rules Setup Menu
AAA/JXAGKAAAFL8AAE,67574,ALR_SYSTEM_GUI,,28.06.96,1,0,28.06.96,1,ALR_SYSTEM GUI,Alert System Menu
AAA/JXAGXAAAFJKAAf,67575,PER_F4_HRMS_MIX,STANDARD,28.06.96,2,0,28.06.96,1,F4 HRMS MIX Menu,HRMS seeded forms 4 menu
AAA/JXAGKAAAFL8AAB,67576,ALR_ALERT,,28.06.96,1,0,28.06.96,1,ALR_ALERT,Define Alert Menu
AAA/JXAGKAAAFL8AAD,67577,ALR_REQUEST,,28.06.96,1,0,28.06.96,1,ALR_REQUEST,Concurrent Processing Menu
AAA/JXAGKAAAFMEAAY,67579,INV_SETUP,STANDARD,28.06.96,121,0,28.06.96,1,INV_SETUP,Inventory setup forms
AAA/JXAGKAAAFL+AAt,67580,BOM_NAVIGATE_GUI,STANDARD,28.06.96,2,0,28.06.96,1,BOM_NAVIGATE_GUI,BOM main menu
AAA/JXAGKAAAFL+AAZ,67581,BOM_BILLS_GUI,STANDARD,28.06.96,121,0,28.06.96,1,BOM_BILLS_GUI,
AAA/JXAGKAAAFL+AA1,67582,BOM_ROUTINGS_GUI,STANDARD,28.06.96,121,0,28.06.96,1,BOM_ROUTINGS_GUI,
AAA/JXAGKAAAFL+AA0,67583,BOM_REPORTS_GUI,STANDARD,28.06.96,2,0,28.06.96,1,BOM_REPORTS_GUI,
AAA/JXAGKAAAFL+AA4,67584,BOM_SETUP_GUI,STANDARD,28.06.96,2,0,28.06.96,1,BOM_SETUP_GUI,
AAA/JXAGKAAAFL+AAu,67585,BOM_OTHER_GUI,STANDARD,28.06.96,2,0,28.06.96,1,BOM_OTHER_GUI,
AAA/JXAGKAAAFL+AAi,67586,BOM_BOMFDRTG_MENU,STANDARD,28.06.96,121,0,28.06.96,1,BOM_BOMFDRTG_MENU,Routing Subfunction Menu
AAA/JXAGKAAAFL+AAa,67587,BOM_BOMFDBOM_MENU,STANDARD,01.04.04,121,0,28.06.96,1,BOM_BOMFDBOM_MENU,Bill Subfunction menu
AAA/JXAGKAAAFL/ABg,67588,ENG_NAVIGATE_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_NAVIGATE_GUI,ENG main menu
AAA/JXAGKAAAFL/ABZ,67589,ENG_ECOS_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_ECOS_GUI,ECO submenu
AAA/JXAGKAAAFL/ABf,67590,ENG_ITEMS_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_ITEMS_GUI,Engineering item submenu
AAA/JXAGKAAAFL/ABU,67591,ENG_BILLS_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_BILLS_GUI,Engineering bill of material submenu
AAA/JXAGKAAAFL/ABm,67592,ENG_ROUTINGS_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_ROUTINGS_GUI,Engineering routing submenu
AAA/JXAGKAAAFL/ABl,67593,ENG_REPORTS_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_REPORTS_GUI,Engineering reports submenu
AAA/JXAGKAAAFL/ABn,67594,ENG_SETUP_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_SETUP_GUI,Engineering setup submenu
AAA/JXAGKAAAFL/ABh,67595,ENG_OTHER_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_OTHER_GUI,
AAA/JXAGKAAAFL/ABX,67596,ENG_BOMFDRTG_MENU,,01.04.04,2,0,28.06.96,1,ENG_BOMFDRTG_MENU,Routing Subfunction Menu
AAA/JXAGKAAAFL/ABV,67597,ENG_BOMFDBOM_MENU,,01.04.04,2,0,28.06.96,1,ENG_BOMFDBOM_MENU,Bill subfunction menu
AAA/JXAGKAAAFL/ABd,67598,ENG_INVIDITM_MENU,,01.04.04,2,0,28.06.96,1,ENG_INVIDITM_MENU,Contains subfunctions for ENG_INVIDITM
AAA/JXAGKAAAFMEAAe,67599,INV_SETUP_ITEMS,STANDARD,28.06.96,121,0,28.06.96,1,INV_SETUP_ITEMS,Items Setup Menu
AAA/JXAGKAAAFMEAAZ,67600,INV_SETUP_CATEGORIES,STANDARD,27.03.08,121,0,28.06.96,1,INV_SETUP_CATEGORIES,Category Setup Functions
AAA/JXAGKAAAFMDABf,67602,INV_COUNTING,STANDARD,28.06.96,121,0,28.06.96,1,INV_COUNTING,Cycle Counting, Physical Inventory, and Replenishment Counting Menu
AAA/JXAGKAAAFMEAAj,67603,INV_SETUP_RULES,STANDARD,28.06.96,121,0,28.06.96,1,INV_SETUP_RULES,Rules Setup Menu
AAA/JXAGKAAAFMEAAm,67604,INV_SETUP_UOM,STANDARD,01.04.04,121,0,28.06.96,1,INV_SETUP_UOM,Units of Measure Menu
AAA/JXAGKAAAFMEAAP,67605,INV_NAVIGATE,STANDARD,28.06.96,121,0,28.06.96,1,INV_NAVIGATE,Inventory Menu
AAA/JXAGKAAAFMEAAI,67606,INV_ITEMS,STANDARD,28.06.96,121,0,28.06.96,1,INV_ITEMS,Inventory Items Menu
AAA/JXAGKAAAFMEAAl,67607,INV_SETUP_TRANSACTIONS,STANDARD,28.06.96,121,0,28.06.96,1,INV_SETUP_TRANSACTIONS,Transaction Setup Menu
AAA/JXAGKAAAFMEAAg,67608,INV_SETUP_ORGANIZATIONS,STANDARD,28.06.96,121,0,28.06.96,1,INV_SETUP_ORGANIZATIONS,Organization Setup Menu
AAA/JXAGKAAAFL/AAy,67610,CST_STD_COST_UPDATE,,06.01.04,121,0,28.06.96,1,CST_STD_COST_UPDATE,Update standard costs
AAA/JXAGKAAAFL/AAq,67611,CST_REPORT_COST,STANDARD,28.06.96,2,0,28.06.96,1,CST_REPORT_COST,Item Cost Information Reports
AAA/JXAGKAAAFL+ABf,67614,CE_SETUP_GUI,STANDARD,12.08.97,2,0,12.08.97,1,CE_SETUP,Setup
AAA/JXAGKAAAFL+ABh,67616,CE_SUPERUSER_GUI,STANDARD,12.08.97,2,0,12.08.97,1,CE_SUPERUSER,Oracle Cash Management Superuser
AAA/JXAGKAAAFL+ABa,67617,CE_OTHER_GUI,STANDARD,12.08.97,2,0,12.08.97,1,CE_OTHER,Other AOL forms and functions
AAA/JXAGKAAAFMAAAE,67620,FA_MASS_ADDITIONS,STANDARD,28.06.96,2,0,28.06.96,1,FA_MASS_ADDITIONS,Mass Additions menu for Oracle Assets
AAA/JXAGKAAAFL/AAO,67621,CRP_NAVIGATE4.0,STANDARD,28.06.96,2,0,28.06.96,1,CRP_NAVIGATE4.0,Capacity Planning
AAA/JXAGKAAAFL/AAM,67622,CRP_BILL_OF_RESOURCE4.0,STANDARD,28.06.96,2,0,28.06.96,1,CRP_BILL_OF_RESOURCE4.0,Bill of Resource
AAA/JXAGKAAAFL/AAP,67624,CRP_SETUP4.0,STANDARD,28.06.96,2,0,28.06.96,1,CRP_SETUP4.0,CRP setup
AAA/JXAGKAAAFMAAAA,67625,FA_JOURNALS,STANDARD,28.06.96,2,0,28.06.96,1,FA_JOURNALS,Journal Entry menu for Oracle Assets
AAA/JXAGKAAAFMAAAI,67626,FA_PRODUCTION,STANDARD,28.06.96,2,0,28.06.96,1,FA_PRODUCTION,Production menu for Oracle Assets
AAA/JXAGKAAAFMAAAT,67627,FA_TAX_ACE,STANDARD,28.06.96,2,0,28.06.96,1,FA_TAX_ACE,ACE menu for Oracle Assets
AAA/JXAGKAAAFMAAAK,67628,FA_PURGE_MAIN,STANDARD,28.06.96,2,0,28.06.96,1,FA_PURGE_MAIN,Main menu for Oracle Assets standard purge responsibility
AAA/JXAGKAAAFL9AAU,67632,AS_OPPORTUNITY_SETUP,STANDARD,20.06.00,120,0,28.06.96,1,AS_OPPORTUNITY_SETUP,Oracle Sales Opportunity Setup
AAA/JXAGKAAAFL9AAR,67633,AS_INTEREST_SETUP,STANDARD,20.06.00,120,0,28.06.96,1,AS_INTEREST_SETUP,Oracle Sales Interest Codes and Types Setup
AAA/JXAGKAAAFL9AAL,67634,AS_ACCOUNT_SETUP,,28.06.96,1,0,28.06.96,1,AS_ACCOUNT_SETUP,
AAA/JXAGXAAAFJNAAQ,67637,SHP_NAVIGATE,,09.09.97,1,0,09.09.97,1,SHP_NAVIGATE,Shipping Menu
AAA/JXAGKAAAFL+AAn,67638,BOM_INQUIRY_GUI,,28.06.96,1,0,28.06.96,1,BOM_INQUIRY_GUI,Inquiry only forms for Bills of Material
AAA/JXAGKAAAFL/ABb,67639,ENG_INQUIRY_GUI,,28.06.96,1,0,28.06.96,1,ENG_INQUIRY_GUI,Inquiry only forms for Engineering
AAA/JXAGXAAAFJPABQ,67640,WIP_TXN_MATERIAL_10G,STANDARD,01.03.00,121,0,01.03.00,1,WIP_TXN_MATERIAL_10G,
AAA/JXAGXAAAFJPABR,67641,WIP_TXN_MOVE_10G,STANDARD,28.06.96,121,0,28.06.96,1,WIP_TXN_MOVE_10G,
AAA/JXAGXAAAFJPABP,67642,WIP_SHOP_FLOOR_STATUS_10G,STANDARD,28.06.96,121,0,28.06.96,1,WIP_SHOP_FLOOR_STATUS_10G,
AAA/JXAGXAAAFJPABS,67643,WIP_TXN_RESOURCE_10G,STANDARD,28.06.96,121,0,28.06.96,1,WIP_TXN_RESOURCE_10G,
AAA/JXAGXAAAFJPABD,67644,WIP_DETAILS_10G,STANDARD,28.06.96,121,0,28.06.96,1,WIP_DETAILS_10G,
AAA/JXAGKAAAFL9AAZ,67652,AS_SALES_REPRESENTATIVE,,28.06.96,1,0,28.06.96,1,AS_SALES_REPRESENTATIVE,
AAA/JXAGKAAAFL9AAY,67653,AS_SALES_MANAGER,,28.06.96,1,0,28.06.96,1,AS_SALES_MANAGER,
AAA/JXAGKAAAFL+AAj,67654,BOM_BOMFQBIN_MENU,,01.04.04,121,0,28.06.96,1,BOM_BOMFQBIN_MENU,
AAA/JXAGKAAAFL+AAg,67655,BOM_BOMFDORS_MENU,,27.03.08,121,0,28.06.96,1,BOM_BOMFDORS_MENU,
AAA/JXAGKAAAFL+AAf,67656,BOM_BOMFDODP_MENU,,28.06.96,121,0,28.06.96,1,BOM_BOMFDODP_MENU,
AAA/JXAGKAAAFL+AAb,67661,BOM_BOMFDCAL_MENU,STANDARD,28.06.96,121,0,28.06.96,1,BOM_BOMFDCAL_MENU,
AAA/JXAGKAAAFL+AAe,67662,BOM_BOMFDEXS_MENU,STANDARD,28.06.96,121,0,28.06.96,1,BOM_BOMFDEXS_MENU,
AAA/JXAGKAAAFL+AAh,67663,BOM_BOMFDRSO_MENU,,28.06.96,121,0,28.06.96,1,BOM_BOMFDRSO_MENU,
AAA/JXAGKAAAFL+AAd,67664,BOM_BOMFDDEL_MENU,STANDARD,28.06.96,2,0,28.06.96,1,BOM_BOMFDDEL_MENU,
AAA/JXAGKAAAFL+AAc,67665,BOM_BOMFDCON_MENU,,28.06.96,2,0,28.06.96,1,BOM_BOMFDCON_MENU,
AAA/JXAGKAAAFL9AAd,67668,AS_TERRITORY_ADMINISTRATOR,,28.06.96,1,0,28.06.96,1,AS_TERRITORY_ADMINISTRATOR,
AAA/JXAGKAAAFL/ABW,67669,ENG_BOMFDDEL_MENU,,01.04.04,2,0,28.06.96,1,ENG_BOMFDDEL_MENU,
AAA/JXAGKAAAFL/ABY,67670,ENG_BOMFQBIN_MENU,STANDARD,01.04.04,2,0,28.06.96,1,ENG_BOMFQBIN_MENU,
AAA/JXAGKAAAFL/ABa,67671,ENG_ENGFDECN_MENU,,01.04.04,2,0,28.06.96,1,ENG_ENGFDECN_MENU,
AAA/JXAGXAAAFJMABh,67672,QA_SETUP_INQUIRIES,,28.06.96,2,0,28.06.96,1,QA_SETUP_INQUIRIES,View setup data
AAA/JXAGXAAAFJMABf,67673,QA_RESULTS,STANDARD,28.06.96,2,0,28.06.96,1,QA_RESULTS,Quality results
AAA/JXAGKAAAFMDABe,67674,INV_COSTS,STANDARD,28.06.96,121,0,28.06.96,1,INV_COSTS,Inventory Cost Main Menu
AAA/JXAGKAAAFMEAAS,67676,INV_PLANNING,STANDARD,28.06.96,121,0,28.06.96,1,INV_PLANNING,Inventory Planning Menu
AAA/JXAGKAAAFMEAAn,67678,INV_TRANSACTIONS,STANDARD,28.06.96,121,0,28.06.96,1,INV_TRANSACTIONS,Inventory Transaction Menu
AAA/JXAGKAAAFMEAAX,67679,INV_RMA,,28.06.96,1,0,28.06.96,1,INV_RMA,Returned Material Transactions
AAA/JXAGKAAAFL/AAC,67686,CN_FLEXFIELDS,STANDARD,29.07.96,2,0,29.07.96,1,CN_FLEXFIELDS,Define Descriptive and Key Flexfields
AAA/JXAGKAAAFL/ABD,67688,CSX_SETUP,,28.06.96,1,0,28.06.96,1,CSX_SETUP,Setup forms for Service
AAA/JXAGKAAAFL/ABK,67691,CSX_SETUP_SERVICE,STANDARD,28.06.96,121,0,28.06.96,1,CSX_SETUP_SERVICE,Setup Service Programs
AAA/JXAGKAAAFL/ABG,67692,CSX_SETUP_CUSTOMER_PRODUCTS,STANDARD,27.04.00,2,0,28.06.96,1,Installed Base Setup,Setup for Installed Base
AAA/JXAGKAAAFL/AA8,67693,CSX_CUSTOMER_PRODUCTS,STANDARD,13.01.00,2,0,28.06.96,1,CSX_CUSTOMER_PRODUCTS,Installed Base
AAA/JXAGKAAAFL/AA/,67694,CSX_NAVIGATE,STANDARD,27.04.00,121,0,28.06.96,1,Service Core Menu,Main menu for Oracle Service Core Modules
AAA/JXAGKAAAFL/ABk,67695,ENG_PROTOTYPE_GUI,STANDARD,28.06.96,2,0,28.06.96,1,ENG_PROTOTYPE_GUI,ENG prototypes menu
AAA/JXAGKAAAFL/ABC,67696,CSX_SERVICE_PROGRAMS,STANDARD,28.06.96,121,0,28.06.96,1,CSX_SERVICE_PROGRAMS,Service Programs and Warranties
AAA/JXAGKAAAFL/AA+,67697,CSX_INCIDENT_TRACKING,STANDARD,26.11.97,121,0,26.11.97,1,CSX_INCIDENT_TRACKING,Service Requests  forms
AAA/JXAGKAAAFL/AA9,67698,CSX_INCIDENT_SETUP,STANDARD,07.06.05,120,0,26.11.97,1,CSX_INCIDENT_SETUP,Service Requests Setup forms
AAA/JXAGKAAAFL8AAH,67702,AP_APXINWKB_MENU,STANDARD,31.05.05,121,0,28.06.96,1,AP_APXINWKB_MENU,AP Invoice Workbench Functional Menu
AAA/JXAGKAAAFL8AAG,67703,AP_APXINWKB_DISTS_MENU,STANDARD,31.05.05,121,0,28.06.96,1,AP_APXINWKB_DISTS_MENU,AP Invoice Workbench Distributions Functional Menu
AAA/JXAGKAAAFL8AAJ,67704,AP_APXPAWKB_BATCH_MENU,STANDARD,23.04.01,121,0,28.06.96,1,AP_APXPAWKB_BATCH_MENU,AP Payment Workbench Batch Functional Menu
AAA/JXAGKAAAFL8AAK,67705,AP_APXPAWKB_CHECK_MENU,STANDARD,23.04.01,121,0,28.06.96,1,AP_APXPAWKB_CHECK_MENU,AP Payment Workbench Single Payment Functional Menu
AAA/JXAGKAAAFL8AAI,67715,AP_APXINWKB_VIEW_MENU,STANDARD,31.05.05,121,0,28.06.96,1,AP_APXINWKB_VIEW_MENU,AP View Invoice Workbench Functional Menu
AAA/JXAGKAAAFL8AAL,67716,AP_APXPAWKB_VIEW_MENU,STANDARD,15.02.02,121,0,28.06.96,1,AP_APXPAWKB_VIEW_MENU,AP View Payment Workbench Functional Menu
AAA/JXAGKAAAFL8AAM,67717,AP_APXRICAD_MENU,STANDARD,31.05.05,121,0,28.06.96,1,AP_APXRICAD_MENU,AP Recurring Invoices Functional Menu
AAA/JXAGKAAAFL8ABR,67721,AR_NAVIGATE_GUI,STANDARD,28.06.96,2,0,28.06.96,1,AR_NAVIGATE_GUI,AR Navigate Main Menu
AAA/JXAGKAAAFL8ABM,67722,AR_CUSTOMERS_GUI,STANDARD,28.06.96,2,0,28.06.96,1,AR_CUSTOMERS_GUI,AR Customers Menu
AAA/JXAGKAAAFL8AA0,67723,AR_ARXCUDCI_MENU,STANDARD,25.10.07,121,0,28.06.96,1,Customers : Subfunctions,
AAA/JXAGXAAAFJMABX,67725,QA_ACTION_LOG,STANDARD,28.06.96,120,0,28.06.96,1,QA_ACTION_LOG,Action Log Delete Capability
AAA/JXAGXAAAFJMABc,67726,QA_INQUIRY_ONLY_TOP,STANDARD,28.06.96,2,0,28.06.96,1,QA_INQUIRY_ONLY_TOP,Top-level menu for Inquiry-only Quality
AAA/JXAGKAAAFMDABg,67727,INV_CYCLE_COUNTING,STANDARD,28.06.96,121,0,28.06.96,1,INV_CYCLE_COUNTING,Cycle Counting Main Menu
AAA/JXAGKAAAFMEAAR,67728,INV_PHYSICAL_INVENTORY,STANDARD,28.06.96,121,0,28.06.96,1,INV_PHYSICAL_INVENTORY,Physical Inventory Menu
AAA/JXAGKAAAFL/AAb,67749,CST_CSTFITCT,,01.04.04,121,0,28.06.96,1,CST_CSTFITCT,Contatins sub-functions of Item Costs Summary
AAA/JXAGKAAAFL9AAW,67750,AS_PERSONNEL,,28.06.96,1,0,28.06.96,1,AS_PERSONNEL,Oracle Sales Jobs and Employee Setup
AAA/JXAGKAAAFMGABO,67753,OE_PRICING_10SC,,28.06.96,1,0,28.06.96,1,OE_PRICING_10SC,Pricing
AAA/JXAGKAAAFMGABP,67754,OE_PRICING_LISTS_10SC,,28.06.96,1,0,28.06.96,1,OE_PRICING_LISTS_10SC,Price Lists
AAA/JXAGKAAAFMGABJ,67755,OE_CUSTOMERS_10SC,,28.06.96,1,0,28.06.96,1,OE_CUSTOMERS_10SC,Customers Menu
AAA/JXAGXAAAFJNAAP,67758,SHP_FREIGHT,,28.06.96,1,0,28.06.96,1,SHP_FREIGHT,Freight Functions
AAA/JXAGKAAAFMDABb,67759,INV_AVAILABILITY,,28.06.96,1,0,28.06.96,1,INV_AVAILABILITY,On-hand and Available Inventory
AAA/JXAGKAAAFMEAAT,67760,INV_PROFILES,STANDARD,28.06.96,121,0,28.06.96,1,INV_PROFILES,Profile setup
AAA/JXAGKAAAFMIAAY,67762,OTA_ENROLLMENTS,STANDARD,03.11.05,120,0,28.06.96,1,OTA Enrollments,Maintain Enrollment Information
AAA/JXAGKAAAFMIAAZ,67763,OTA_EVENTS,STANDARD,03.11.05,120,0,28.06.96,1,OTA Events,Maintain Event Information, Search for Events
AAA/JXAGKAAAFMIAAa,67764,OTA_FINANCE,STANDARD,03.11.05,120,0,28.06.96,1,OTA Finance,Maintain Finance, Price List and Enrollment Agreement Information
AAA/JXAGKAAAFMIAAc,67765,OTA_LETTERS,STANDARD,03.11.05,120,0,28.06.96,1,OTA Letters,Define and Administer Letters
AAA/JXAGKAAAFMIAAd,67766,OTA_NAV,STANDARD,28.06.96,2,0,28.06.96,1,OTA Navigator,Oracle Training Top Level Menu
AAA/JXAGKAAAFMIAAe,67767,OTA_ORGANIZATIONS,STANDARD,03.11.05,120,0,28.06.96,1,OTA Organizations,Maintain Training Organization Information and Locations
AAA/JXAGKAAAFMIAAg,67768,OTA_RESOURCES,STANDARD,03.11.05,120,0,28.06.96,1,OTA Resources,Define and Administer Resources and Resource Bookings
AAA/JXAGKAAAFMIAAh,67769,OTA_SETUP,STANDARD,03.11.05,120,0,28.06.96,1,OTA Setup,Maintain Setup Information
AAA/JXAGKAAAFMGABZ,67770,OE_SETUP_ORDERS_10SC,,28.06.96,1,0,28.06.96,1,OE_SETUP_ORDERS_10SC,Orders Setup Menu
AAA/JXAGKAAAFMDABZ,67771,INV_ABC,STANDARD,28.06.96,121,0,28.06.96,1,INV_ABC,ABC Codes Menu
AAA/JXAGKAAAFMDABa,67772,INV_ACCOUNTING_CLOSE,STANDARD,28.06.96,121,0,28.06.96,1,INV_ACCOUNTING_CLOSE,Accounting Close Menu
AAA/JXAGKAAAFL/AAa,67789,CST_CSTFDOVH,STANDARD,27.03.08,121,0,28.06.96,1,CST_CSTFDOVH,Overheads functions submenu
AAA/JXAGXAAAFJNAAR,67790,SHP_PICKING,,28.06.96,1,0,28.06.96,1,SHP_PICKING,Pick Release Functions
AAA/JXAGKAAAFL/AAY,67791,CST_CSTFDCTP,STANDARD,27.03.08,121,0,28.06.96,1,CST_CSTFDCTP,Cost Types Information
AAA/JXAGKAAAFL/AAt,67794,CST_SETUP_ACCOUNT_ASSIGNMENTS,STANDARD,27.03.08,121,0,28.06.96,1,CST_SETUP_ACCOUNT_ASSIGNMENTS,Cost Management Account Assignments Setup
AAA/JXAGKAAAFL/AAu,67796,CST_SETUP_EXCHANGE_RATES,STANDARD,27.03.08,121,0,28.06.96,1,CST_SETUP_EXCHANGE_RATES,Cost Management Currency Set-Up
AAA/JXAGKAAAFL/AAv,67797,CST_SETUP_FINANCIALS,STANDARD,27.03.08,121,0,28.06.96,1,CST_SETUP_FINANCIALS,Cost Management Financials Setup
AAA/JXAGKAAAFL/AAZ,67798,CST_CSTFDMSE,STANDARD,27.03.08,121,0,28.06.96,1,CST_CSTFDMSE,Subfunctions for Material Subelements form
